datetime,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
9/7/2007 5:42:00,9/7/2007,5:42:00,0.232,0.116,242.07,1,0,0,0.0
9/7/2007 5:48:00,9/7/2007,5:48:00,0.136,0,242.38,0.6,0,0,0.0
9/7/2007 5:54:00,9/7/2007,5:54:00,0.138,0,244.21,0.6,0,0,0.0
9/7/2007 6:00:00,9/7/2007,6:00:00,0.25,0.124,244.2,1.2,0,0,0.0
9/7/2007 6:06:00,9/7/2007,6:06:00,0.236,0.128,245.04,1,0,0,0.0
9/7/2007 6:12:00,9/7/2007,6:12:00,0.216,0.094,244.78,1,0,0,0.0
9/7/2007 6:18:00,9/7/2007,6:18:00,0.14,0,245.42,0.6,0,0,0.0
9/7/2007 6:24:00,9/7/2007,6:24:00,0.22,0.074,244.44,1.2,0,0,0.0
9/7/2007 6:30:00,9/7/2007,6:30:00,0.234,0.122,243.87,1,0,0,0.0
9/7/2007 6:36:00,9/7/2007,6:36:00,0.136,0,243.35,0.6,0,0,0.0
9/7/2007 6:42:00,9/7/2007,6:42:00,0.138,0,244.5,0.6,0,0,0.0
9/7/2007 6:48:00,9/7/2007,6:48:00,0.248,0.118,243.66,1.2,0,0,0.0
9/7/2007 6:54:00,9/7/2007,6:54:00,0.306,0.226,243.53,1.6,0,0,0.0
9/7/2007 7:00:00,9/7/2007,7:00:00,0.136,0,242.16,0.6,0,0,0.0
9/7/2007 7:06:00,9/7/2007,7:06:00,0.306,0,239.71,1.2,0,0,0.0
9/7/2007 7:12:00,9/7/2007,7:12:00,4.956,0,234.73,21.2,0,0,17.0
9/7/2007 7:18:00,9/7/2007,7:18:00,1.428,0.134,239.36,6,0,0,18.0
9/7/2007 7:24:00,9/7/2007,7:24:00,2.11,0.174,237.89,9.2,0,0,18.0
9/7/2007 7:30:00,9/7/2007,7:30:00,1.298,0.104,237.54,5.4,0,0,17.0
9/7/2007 7:36:00,9/7/2007,7:36:00,1.262,0,240.88,5.2,0,0,18.0
9/7/2007 7:42:00,9/7/2007,7:42:00,1.374,0.226,240.06,5.8,0,0,18.0
9/7/2007 7:48:00,9/7/2007,7:48:00,1.352,0.184,241.23,5.6,0,2,18.0
9/7/2007 7:54:00,9/7/2007,7:54:00,1.268,0.09,239.26,5.2,0,1,18.0
9/7/2007 8:00:00,9/7/2007,8:00:00,1.412,0.182,237.63,6,0,2,17.0
9/7/2007 8:06:00,9/7/2007,8:06:00,2.414,0.292,234.94,10.4,0,1,17.0
9/7/2007 8:12:00,9/7/2007,8:12:00,1.308,0.204,235.26,5.6,0,1,17.0
9/7/2007 8:18:00,9/7/2007,8:18:00,1.24,0.084,237.55,5.2,0,1,17.0
9/7/2007 8:24:00,9/7/2007,8:24:00,1.272,0.094,240.65,5.2,0,1,18.0
9/7/2007 8:30:00,9/7/2007,8:30:00,0.808,0.226,238.8,4,0,1,10.0
9/7/2007 8:36:00,9/7/2007,8:36:00,0.464,0.342,240.72,2.4,0,1,0.0
9/7/2007 8:42:00,9/7/2007,8:42:00,1.434,0.19,238.94,6,0,1,18.0
9/7/2007 8:48:00,9/7/2007,8:48:00,1.36,0.088,239.15,5.6,0,1,17.0
9/7/2007 8:54:00,9/7/2007,8:54:00,1.378,0.098,238.21,5.8,0,0,17.0
9/7/2007 9:00:00,9/7/2007,9:00:00,1.258,0.094,236.96,5.2,0,0,17.0
9/7/2007 9:06:00,9/7/2007,9:06:00,1.174,0,238,4.8,0,0,17.0
9/7/2007 9:12:00,9/7/2007,9:12:00,1.16,0,236.39,4.8,0,0,17.0
9/7/2007 9:18:00,9/7/2007,9:18:00,1.348,0.2,238.22,5.6,0,0,18.0
9/7/2007 9:24:00,9/7/2007,9:24:00,1.274,0.104,238.41,5.2,0,0,17.0
9/7/2007 9:30:00,9/7/2007,9:30:00,1.172,0,237.67,4.8,0,0,17.0
9/7/2007 9:36:00,9/7/2007,9:36:00,1.244,0.052,240.01,5.2,0,0,18.0
9/7/2007 9:42:00,9/7/2007,9:42:00,1.326,0.074,238.2,5.4,0,0,17.0
9/7/2007 9:48:00,9/7/2007,9:48:00,1.326,0.076,238.91,5.4,0,0,17.0
9/7/2007 9:54:00,9/7/2007,9:54:00,1.746,0.078,238.86,7.6,0,0,17.0
9/7/2007 10:00:00,9/7/2007,10:00:00,1.304,0.046,238.77,5.4,0,0,17.0
9/7/2007 10:06:00,9/7/2007,10:06:00,1.344,0.078,239.47,5.6,0,0,17.0
9/7/2007 10:12:00,9/7/2007,10:12:00,1.328,0.076,239,5.4,0,0,17.0
9/7/2007 10:18:00,9/7/2007,10:18:00,1.182,0,238.81,4.8,0,0,17.0
9/7/2007 10:24:00,9/7/2007,10:24:00,1.17,0,237.52,4.8,0,0,17.0
9/7/2007 10:30:00,9/7/2007,10:30:00,1.32,0.068,236.57,5.6,0,0,17.0
9/7/2007 10:36:00,9/7/2007,10:36:00,1.374,0.166,236.11,5.8,0,0,18.0
9/7/2007 10:42:00,9/7/2007,10:42:00,1.248,0.046,239.78,5.2,0,0,17.0
9/7/2007 10:48:00,9/7/2007,10:48:00,1.232,0.054,238.53,5,0,0,17.0
9/7/2007 10:54:00,9/7/2007,10:54:00,1.32,0,238.5,5.4,0,0,18.0
9/7/2007 11:00:00,9/7/2007,11:00:00,1.314,0.072,237.52,5.4,0,0,17.0
9/7/2007 11:06:00,9/7/2007,11:06:00,1.308,0.064,238.3,5.4,0,1,18.0
9/7/2007 11:12:00,9/7/2007,11:12:00,1.382,0.166,238.56,5.8,0,2,17.0
9/7/2007 11:18:00,9/7/2007,11:18:00,1.366,0.166,238.34,5.6,0,2,18.0
9/7/2007 11:24:00,9/7/2007,11:24:00,1.372,0.19,237.2,5.8,0,1,17.0
9/7/2007 11:30:00,9/7/2007,11:30:00,1.294,0.078,238.28,5.4,0,1,17.0
9/7/2007 11:36:00,9/7/2007,11:36:00,1.262,0.058,236.24,5.2,0,1,18.0
9/7/2007 11:42:00,9/7/2007,11:42:00,1.288,0.066,238.97,5.4,0,1,17.0
9/7/2007 11:48:00,9/7/2007,11:48:00,1.38,0.198,238.83,5.8,0,1,18.0
9/7/2007 11:54:00,9/7/2007,11:54:00,1.446,0.278,240.64,6,0,1,18.0
9/7/2007 12:00:00,9/7/2007,12:00:00,1.3,0.072,240.6,5.4,0,1,17.0
9/7/2007 12:06:00,9/7/2007,12:06:00,1.262,0.06,236.77,5.2,0,1,17.0
9/7/2007 12:12:00,9/7/2007,12:12:00,1.518,0.28,239.66,6.4,0,0,18.0
9/7/2007 12:18:00,9/7/2007,12:18:00,1.306,0.08,238.84,5.4,0,0,18.0
9/7/2007 12:24:00,9/7/2007,12:24:00,0.194,0,239.72,1,0,0,0.0
9/7/2007 12:30:00,9/7/2007,12:30:00,0.236,0.066,240.08,1,0,0,0.0
9/7/2007 12:36:00,9/7/2007,12:36:00,0.33,0.2,240.66,1.6,0,0,0.0
9/7/2007 12:42:00,9/7/2007,12:42:00,0.256,0.1,241.35,1.2,0,0,0.0
9/7/2007 12:48:00,9/7/2007,12:48:00,0.164,0,241.48,0.8,0,0,0.0
9/7/2007 12:54:00,9/7/2007,12:54:00,0.26,0.142,239.71,1.2,0,0,0.0
9/7/2007 13:00:00,9/7/2007,13:00:00,0.338,0.19,238.79,1.6,0,0,0.0
9/7/2007 13:06:00,9/7/2007,13:06:00,0.326,0.192,239.31,1.6,0,0,0.0
9/7/2007 13:12:00,9/7/2007,13:12:00,0.476,0.138,239.75,2,0,0,0.0
9/7/2007 13:18:00,9/7/2007,13:18:00,0.478,0.146,240.46,2,0,0,0.0
9/7/2007 13:24:00,9/7/2007,13:24:00,0.446,0.168,240.06,2,0,0,0.0
9/7/2007 13:30:00,9/7/2007,13:30:00,0.254,0.096,240.36,1.2,0,0,0.0
9/7/2007 13:36:00,9/7/2007,13:36:00,0.16,0,239.28,0.8,0,0,0.0
9/7/2007 13:42:00,9/7/2007,13:42:00,0.234,0.06,238.27,1,0,0,0.0
9/7/2007 13:48:00,9/7/2007,13:48:00,0.328,0.182,239.03,1.6,0,0,0.0
9/7/2007 13:54:00,9/7/2007,13:54:00,0.256,0.092,239.6,1.2,0,0,0.0
9/7/2007 14:00:00,9/7/2007,14:00:00,0.156,0,238.23,0.8,0,0,0.0
9/7/2007 14:06:00,9/7/2007,14:06:00,0.158,0,237.69,0.8,0,0,0.0
9/7/2007 14:12:00,9/7/2007,14:12:00,0.27,0.09,239.06,1.2,0,0,0.0
9/7/2007 14:18:00,9/7/2007,14:18:00,0.33,0.186,237.87,1.6,0,0,0.0
9/7/2007 14:24:00,9/7/2007,14:24:00,0.314,0.176,237.83,1.4,0,1,0.0
9/7/2007 14:30:00,9/7/2007,14:30:00,0.244,0.078,238.56,1,0,1,0.0
9/7/2007 14:36:00,9/7/2007,14:36:00,0.308,0.148,239.36,1.6,0,2,0.0
9/7/2007 14:42:00,9/7/2007,14:42:00,0.33,0.204,238.32,1.6,0,1,0.0
9/7/2007 14:48:00,9/7/2007,14:48:00,0.234,0.082,240.1,1,0,2,0.0
9/7/2007 14:54:00,9/7/2007,14:54:00,0.236,0.088,241.47,1,0,2,0.0
9/7/2007 15:00:00,9/7/2007,15:00:00,0.308,0.186,240.55,1.4,0,1,0.0
9/7/2007 15:06:00,9/7/2007,15:06:00,0.326,0.214,240.03,1.6,0,1,0.0
9/7/2007 15:12:00,9/7/2007,15:12:00,0.27,0.136,240.22,1.2,0,1,0.0
9/7/2007 15:18:00,9/7/2007,15:18:00,0.232,0.084,240.43,1,0,1,0.0
9/7/2007 15:24:00,9/7/2007,15:24:00,0.232,0.084,240.67,1,0,2,0.0
9/7/2007 15:30:00,9/7/2007,15:30:00,0.328,0.212,239.91,1.6,0,1,0.0
9/7/2007 15:36:00,9/7/2007,15:36:00,0.332,0.198,240.65,1.6,0,0,0.0
9/7/2007 15:42:00,9/7/2007,15:42:00,0.234,0.068,241.24,1,0,0,0.0
9/7/2007 15:48:00,9/7/2007,15:48:00,0.162,0,240.91,0.8,0,0,0.0
9/7/2007 15:54:00,9/7/2007,15:54:00,0.26,0.096,241.04,1.2,0,0,0.0
9/7/2007 16:00:00,9/7/2007,16:00:00,0.256,0.096,240.74,1.2,0,0,0.0
9/7/2007 16:06:00,9/7/2007,16:06:00,0.16,0,240.49,0.8,0,0,0.0
9/7/2007 16:12:00,9/7/2007,16:12:00,1.234,0.048,240.17,5,0,0,18.0
9/7/2007 16:18:00,9/7/2007,16:18:00,1.686,0.354,237.94,7.2,0,0,18.0
9/7/2007 16:24:00,9/7/2007,16:24:00,1.664,0.322,239.23,7,0,0,18.0
9/7/2007 16:30:00,9/7/2007,16:30:00,1.536,0.134,239.63,6.4,0,0,18.0
9/7/2007 16:36:00,9/7/2007,16:36:00,1.532,0.132,239.28,6.4,0,0,17.0
9/7/2007 16:42:00,9/7/2007,16:42:00,1.63,0.264,239.18,6.8,0,0,17.0
9/7/2007 16:48:00,9/7/2007,16:48:00,0.564,0.266,237.99,2.6,0,0,0.0
9/7/2007 16:54:00,9/7/2007,16:54:00,0.244,0.058,238.29,1,0,0,0.0
9/7/2007 17:00:00,9/7/2007,17:00:00,0.23,0.064,240.14,1,0,0,0.0
9/7/2007 17:06:00,9/7/2007,17:06:00,0.264,0.094,239.93,1.2,0,0,0.0
9/7/2007 17:12:00,9/7/2007,17:12:00,0.252,0.09,238.94,1.2,0,0,0.0
9/7/2007 17:18:00,9/7/2007,17:18:00,0.158,0,239.91,0.8,0,0,0.0
9/7/2007 17:24:00,9/7/2007,17:24:00,0.158,0,240.74,0.8,0,0,0.0
9/7/2007 17:30:00,9/7/2007,17:30:00,0.268,0.094,240.36,1.2,0,0,0.0
9/7/2007 17:36:00,9/7/2007,17:36:00,0.33,0.198,240.6,1.6,0,0,0.0
9/7/2007 17:42:00,9/7/2007,17:42:00,0.162,0,241.5,0.8,0,0,0.0
9/7/2007 17:48:00,9/7/2007,17:48:00,0.244,0.086,241.17,1,0,1,0.0
9/7/2007 17:54:00,9/7/2007,17:54:00,0.356,0.214,242.35,1.8,0,1,0.0
9/7/2007 18:00:00,9/7/2007,18:00:00,0.34,0.226,242.39,1.6,0,1,0.0
9/7/2007 18:06:00,9/7/2007,18:06:00,0.302,0.094,243.85,1.2,0,1,0.0
9/7/2007 18:12:00,9/7/2007,18:12:00,0.378,0.18,243.09,1.8,0,1,0.0
9/7/2007 18:18:00,9/7/2007,18:18:00,0.522,0.206,242.63,2.6,0,2,0.0
9/7/2007 18:24:00,9/7/2007,18:24:00,0.52,0.216,243.14,2.4,0,2,0.0
9/7/2007 18:30:00,9/7/2007,18:30:00,0.432,0.1,243.43,2,0,1,0.0
9/7/2007 18:36:00,9/7/2007,18:36:00,0.288,0.09,243.26,1.4,0,1,0.0
9/7/2007 18:42:00,9/7/2007,18:42:00,0.232,0.086,241.4,1,0,1,0.0
9/7/2007 18:48:00,9/7/2007,18:48:00,0.332,0.22,242.14,1.6,0,1,0.0
9/7/2007 18:54:00,9/7/2007,18:54:00,0.396,0.306,241.88,2,0,2,0.0
9/7/2007 19:00:00,9/7/2007,19:00:00,0.238,0.066,242.07,1,0,0,0.0
9/7/2007 19:06:00,9/7/2007,19:06:00,0.166,0,242.69,0.8,0,0,0.0
9/7/2007 19:12:00,9/7/2007,19:12:00,0.532,0.094,242.91,2.2,0,0,0.0
9/7/2007 19:18:00,9/7/2007,19:18:00,0.526,0.092,242.1,2.2,0,0,0.0
9/7/2007 19:24:00,9/7/2007,19:24:00,0.434,0,242.79,1.8,0,0,0.0
9/7/2007 19:30:00,9/7/2007,19:30:00,0.43,0,241.4,1.8,0,0,0.0
9/7/2007 19:36:00,9/7/2007,19:36:00,0.608,0.198,242.39,2.6,0,0,0.0
9/7/2007 19:42:00,9/7/2007,19:42:00,0.528,0.094,242.63,2.2,0,0,0.0
9/7/2007 19:48:00,9/7/2007,19:48:00,0.486,0,242.83,2,0,0,0.0
9/7/2007 19:54:00,9/7/2007,19:54:00,0.722,0,240.98,3.8,0,0,0.0
9/7/2007 20:00:00,9/7/2007,20:00:00,0.74,0.096,242.96,3.8,0,0,0.0
9/7/2007 20:06:00,9/7/2007,20:06:00,0.264,0.104,243.65,1.2,0,0,0.0
9/7/2007 20:12:00,9/7/2007,20:12:00,0.622,0.066,242.92,3.4,0,0,0.0
9/7/2007 20:18:00,9/7/2007,20:18:00,0.684,0.064,242.02,3.6,0,0,0.0
9/7/2007 20:24:00,9/7/2007,20:24:00,0.596,0.1,242.95,3.2,0,0,0.0
9/7/2007 20:30:00,9/7/2007,20:30:00,0.572,0.108,241.13,3.2,0,0,0.0
9/7/2007 20:36:00,9/7/2007,20:36:00,0.136,0,243.48,0.6,0,0,0.0
9/7/2007 20:42:00,9/7/2007,20:42:00,0.832,0.33,240.53,3.6,0,0,0.0
9/7/2007 20:48:00,9/7/2007,20:48:00,1.614,0.524,240.11,7.8,0,0,0.0
9/7/2007 20:54:00,9/7/2007,20:54:00,1.836,0.36,241.04,7.8,0,0,14.0
9/7/2007 21:00:00,9/7/2007,21:00:00,1.592,0.062,239.81,6.6,0,0,17.0
9/7/2007 21:06:00,9/7/2007,21:06:00,1.574,0,240.43,6.4,0,0,17.0
9/7/2007 21:12:00,9/7/2007,21:12:00,1.652,0.108,241.51,6.8,0,2,18.0
9/7/2007 21:18:00,9/7/2007,21:18:00,1.702,0.214,240.45,7,0,1,18.0
9/7/2007 21:24:00,9/7/2007,21:24:00,1.686,0.21,239.68,7,0,1,18.0
9/7/2007 21:30:00,9/7/2007,21:30:00,0.654,0.09,241.16,3,0,1,3.0
9/7/2007 21:36:00,9/7/2007,21:36:00,0.612,0.2,242.18,2.6,0,1,0.0
9/7/2007 21:42:00,9/7/2007,21:42:00,2.04,0.304,239.52,8.6,0,1,0.0
9/7/2007 21:48:00,9/7/2007,21:48:00,0.694,0.326,241.31,3.2,0,1,0.0
9/7/2007 21:54:00,9/7/2007,21:54:00,1.264,0.116,240.22,6,0,1,0.0
9/7/2007 22:00:00,9/7/2007,22:00:00,0.568,0.1,239.66,2.4,0,1,0.0
9/7/2007 22:06:00,9/7/2007,22:06:00,0.724,0.246,240.92,3.2,0,1,0.0
9/7/2007 22:12:00,9/7/2007,22:12:00,0.9,0.246,239.99,3.8,1,1,0.0
9/7/2007 22:18:00,9/7/2007,22:18:00,3.134,0.192,238.9,13,1,0,18.0
9/7/2007 22:24:00,9/7/2007,22:24:00,3.262,0.192,239.19,13.6,2,0,18.0
9/7/2007 22:30:00,9/7/2007,22:30:00,2.994,0.136,239.23,12.4,0,0,18.0
9/7/2007 22:36:00,9/7/2007,22:36:00,5.914,0.104,235.28,25,37,0,17.0
9/7/2007 22:42:00,9/7/2007,22:42:00,4.628,0.106,234.87,19.6,37,0,17.0
9/7/2007 22:48:00,9/7/2007,22:48:00,2.296,0.142,237.86,9.6,2,0,17.0
9/7/2007 22:54:00,9/7/2007,22:54:00,2.16,0.214,237.36,9.2,1,0,17.0
9/7/2007 23:00:00,9/7/2007,23:00:00,1.644,0.22,238.03,7,1,0,18.0
9/7/2007 23:06:00,9/7/2007,23:06:00,1.558,0.154,239.23,6.4,1,0,17.0
9/7/2007 23:12:00,9/7/2007,23:12:00,1.466,0,240.87,6,1,0,17.0
9/7/2007 23:18:00,9/7/2007,23:18:00,1.464,0,240.99,6,1,0,18.0
9/7/2007 23:24:00,9/7/2007,23:24:00,1.526,0.152,241.7,6.2,1,0,18.0
9/7/2007 23:30:00,9/7/2007,23:30:00,1.496,0.14,239.43,6.2,2,0,17.0
9/7/2007 23:36:00,9/7/2007,23:36:00,1.484,0.232,239.08,6.2,1,0,18.0
9/7/2007 23:42:00,9/7/2007,23:42:00,1.424,0.074,239.94,5.8,1,0,18.0
9/7/2007 23:48:00,9/7/2007,23:48:00,1.378,0,242.38,5.6,1,0,18.0
9/7/2007 23:54:00,9/7/2007,23:54:00,3.692,0.09,240.29,15.2,39,0,17.0
10/7/2007 0:00:00,10/7/2007,0:00:00,4.286,0.088,239.76,17.8,38,0,17.0
10/7/2007 0:06:00,10/7/2007,0:06:00,1.364,0.11,240.04,5.6,0,0,18.0
10/7/2007 0:12:00,10/7/2007,0:12:00,1.622,0.066,240.42,6.8,0,0,18.0
10/7/2007 0:18:00,10/7/2007,0:18:00,1.698,0.068,241.16,7,0,0,18.0
10/7/2007 0:24:00,10/7/2007,0:24:00,1.352,0.106,242.6,5.6,0,0,18.0
10/7/2007 0:30:00,10/7/2007,0:30:00,1.406,0.234,243.05,5.8,0,1,18.0
10/7/2007 0:36:00,10/7/2007,0:36:00,1.34,0.138,241.96,5.4,0,2,18.0
10/7/2007 0:42:00,10/7/2007,0:42:00,0.226,0.11,243.54,1,0,1,0.0
10/7/2007 0:48:00,10/7/2007,0:48:00,0.548,0.328,240.08,2.8,0,1,0.0
10/7/2007 0:54:00,10/7/2007,0:54:00,0.738,0.314,238.03,3.6,0,1,0.0
10/7/2007 1:00:00,10/7/2007,1:00:00,0.298,0.222,238.86,1.6,0,1,0.0
10/7/2007 1:06:00,10/7/2007,1:06:00,0.208,0.098,240.53,1,0,1,0.0
10/7/2007 1:12:00,10/7/2007,1:12:00,0.208,0.098,240.72,1,0,1,0.0
10/7/2007 1:18:00,10/7/2007,1:18:00,0.538,0.22,239.42,2.6,0,1,0.0
10/7/2007 1:24:00,10/7/2007,1:24:00,0.298,0.228,240.16,1.6,0,1,0.0
10/7/2007 1:30:00,10/7/2007,1:30:00,0.588,0.192,239.93,2.8,0,1,0.0
10/7/2007 1:36:00,10/7/2007,1:36:00,0.2,0.086,240.73,1,0,1,0.0
10/7/2007 1:42:00,10/7/2007,1:42:00,0.236,0.11,240.61,1,0,0,0.0
10/7/2007 1:48:00,10/7/2007,1:48:00,0.446,0.108,240.6,2.2,0,0,0.0
10/7/2007 1:54:00,10/7/2007,1:54:00,0.138,0,241.94,0.6,0,0,0.0
10/7/2007 2:00:00,10/7/2007,2:00:00,0.138,0,240.92,0.6,0,0,0.0
10/7/2007 2:06:00,10/7/2007,2:06:00,0.318,0.212,240.44,1.6,0,0,0.0
10/7/2007 2:12:00,10/7/2007,2:12:00,0.302,0.212,240.48,1.4,0,0,0.0
10/7/2007 2:18:00,10/7/2007,2:18:00,0.184,0,240.95,0.8,0,0,0.0
10/7/2007 2:24:00,10/7/2007,2:24:00,0.138,0,241.12,0.6,0,0,0.0
10/7/2007 2:30:00,10/7/2007,2:30:00,0.214,0.056,240.73,1,0,0,0.0
10/7/2007 2:36:00,10/7/2007,2:36:00,0.234,0.112,241.18,1,0,0,0.0
10/7/2007 2:42:00,10/7/2007,2:42:00,0.306,0.188,240.3,1.6,0,0,0.0
10/7/2007 2:48:00,10/7/2007,2:48:00,0.21,0.078,240.07,1,0,0,0.0
10/7/2007 2:54:00,10/7/2007,2:54:00,0.138,0,241.56,0.6,0,0,0.0
10/7/2007 3:00:00,10/7/2007,3:00:00,0.236,0.11,240.43,1,0,0,0.0
10/7/2007 3:06:00,10/7/2007,3:06:00,0.232,0.11,240.52,1,0,0,0.0
10/7/2007 3:12:00,10/7/2007,3:12:00,0.138,0,240.92,0.6,0,0,0.0
10/7/2007 3:18:00,10/7/2007,3:18:00,0.138,0,240.89,0.6,0,0,0.0
10/7/2007 3:24:00,10/7/2007,3:24:00,0.314,0.212,240.58,1.6,0,0,0.0
10/7/2007 3:30:00,10/7/2007,3:30:00,0.234,0.114,241.29,1,0,0,0.0
10/7/2007 3:36:00,10/7/2007,3:36:00,0.138,0,240.94,0.6,0,0,0.0
10/7/2007 3:42:00,10/7/2007,3:42:00,0.14,0,242.43,0.6,0,0,0.0
10/7/2007 3:48:00,10/7/2007,3:48:00,0.246,0.116,242.18,1.2,0,0,0.0
10/7/2007 3:54:00,10/7/2007,3:54:00,0.318,0.238,241.58,1.6,0,1,0.0
10/7/2007 4:00:00,10/7/2007,4:00:00,0.33,0.25,240.84,1.6,0,2,0.0
10/7/2007 4:06:00,10/7/2007,4:06:00,0.29,0.202,240.84,1.4,0,1,0.0
10/7/2007 4:12:00,10/7/2007,4:12:00,0.272,0.156,240.58,1.4,0,1,0.0
10/7/2007 4:18:00,10/7/2007,4:18:00,0.306,0.236,241.37,1.6,0,2,0.0
10/7/2007 4:24:00,10/7/2007,4:24:00,0.304,0.238,241.89,1.6,0,1,0.0
10/7/2007 4:30:00,10/7/2007,4:30:00,0.212,0.104,242.21,1,0,1,0.0
10/7/2007 4:36:00,10/7/2007,4:36:00,0.212,0.104,242.4,1,0,1,0.0
10/7/2007 4:42:00,10/7/2007,4:42:00,0.38,0.338,241.15,2,0,1,0.0
10/7/2007 4:48:00,10/7/2007,4:48:00,0.302,0.234,241.24,1.6,0,1,0.0
10/7/2007 4:54:00,10/7/2007,4:54:00,0.138,0,241.8,0.6,0,0,0.0
10/7/2007 5:00:00,10/7/2007,5:00:00,0.138,0,240.63,0.6,0,0,0.0
10/7/2007 5:06:00,10/7/2007,5:06:00,0.238,0.112,240.82,1,0,0,0.0
10/7/2007 5:12:00,10/7/2007,5:12:00,0.232,0.11,240.44,1,0,0,0.0
10/7/2007 5:18:00,10/7/2007,5:18:00,0.216,0.08,240.49,1,0,0,0.0
10/7/2007 5:24:00,10/7/2007,5:24:00,0.196,0.062,240.35,0.8,0,0,0.0
10/7/2007 5:30:00,10/7/2007,5:30:00,0.24,0.11,240.42,1,0,0,0.0
10/7/2007 5:36:00,10/7/2007,5:36:00,0.234,0.114,241.57,1,0,0,0.0
10/7/2007 5:42:00,10/7/2007,5:42:00,0.14,0,242.69,0.6,0,0,0.0
10/7/2007 5:48:00,10/7/2007,5:48:00,0.138,0,241.83,0.6,0,0,0.0
10/7/2007 5:54:00,10/7/2007,5:54:00,0.294,0.158,242,1.4,0,0,0.0
10/7/2007 6:00:00,10/7/2007,6:00:00,0.308,0.218,241.87,1.6,0,0,0.0
10/7/2007 6:06:00,10/7/2007,6:06:00,0.14,0,242.15,0.6,0,0,0.0
10/7/2007 6:12:00,10/7/2007,6:12:00,0.14,0,243.95,0.6,0,0,0.0
10/7/2007 6:18:00,10/7/2007,6:18:00,0.22,0.068,243.01,1,0,0,0.0
10/7/2007 6:24:00,10/7/2007,6:24:00,0.236,0.116,242.11,1,0,0,0.0
10/7/2007 6:30:00,10/7/2007,6:30:00,0.202,0.072,243.05,1,0,0,0.0
10/7/2007 6:36:00,10/7/2007,6:36:00,0.218,0.088,243.13,1,0,0,0.0
10/7/2007 6:42:00,10/7/2007,6:42:00,0.14,0,242.82,0.6,0,0,0.0
10/7/2007 6:48:00,10/7/2007,6:48:00,0.236,0.116,242.19,1,0,0,0.0
10/7/2007 6:54:00,10/7/2007,6:54:00,0.234,0.114,241.85,1,0,0,0.0
10/7/2007 7:00:00,10/7/2007,7:00:00,1.502,0,240.54,6.2,0,0,18.0
10/7/2007 7:06:00,10/7/2007,7:06:00,1.906,0.124,239.47,8,0,1,17.0
10/7/2007 7:12:00,10/7/2007,7:12:00,2.996,0.324,237.87,12.6,0,2,18.0
10/7/2007 7:18:00,10/7/2007,7:18:00,1.858,0.318,239.07,8.2,0,2,17.0
10/7/2007 7:24:00,10/7/2007,7:24:00,3.976,0.062,236.52,16.8,0,1,17.0
10/7/2007 7:30:00,10/7/2007,7:30:00,1.268,0.09,240,5.2,0,1,17.0
10/7/2007 7:36:00,10/7/2007,7:36:00,1.346,0.214,238.33,5.6,0,1,17.0
10/7/2007 7:42:00,10/7/2007,7:42:00,1.396,0.28,237.24,6,0,1,17.0
10/7/2007 7:48:00,10/7/2007,7:48:00,1.308,0.184,237.22,5.4,0,1,17.0
10/7/2007 7:54:00,10/7/2007,7:54:00,1.312,0.186,237.96,5.4,0,1,17.0
10/7/2007 8:00:00,10/7/2007,8:00:00,1.398,0.304,237.64,6,0,1,17.0
10/7/2007 8:06:00,10/7/2007,8:06:00,1.286,0.104,240.12,5.4,0,0,17.0
10/7/2007 8:12:00,10/7/2007,8:12:00,1.2,0,240.82,5,0,0,18.0
10/7/2007 8:18:00,10/7/2007,8:18:00,1.206,0,241.31,5,0,0,18.0
10/7/2007 8:24:00,10/7/2007,8:24:00,1.306,0.106,241.14,5.4,0,0,18.0
10/7/2007 8:30:00,10/7/2007,8:30:00,1.348,0.198,238.67,5.6,0,0,18.0
10/7/2007 8:36:00,10/7/2007,8:36:00,1.258,0.072,239.72,5.2,0,0,18.0
10/7/2007 8:42:00,10/7/2007,8:42:00,1.21,0,241.79,5,0,0,18.0
10/7/2007 8:48:00,10/7/2007,8:48:00,1.312,0.106,241.14,5.4,0,0,18.0
10/7/2007 8:54:00,10/7/2007,8:54:00,1.286,0.102,240.04,5.2,0,0,17.0
10/7/2007 9:00:00,10/7/2007,9:00:00,1.2,0,240.78,5,0,0,18.0
10/7/2007 9:06:00,10/7/2007,9:06:00,1.252,0.068,238.41,5.2,0,0,17.0
10/7/2007 9:12:00,10/7/2007,9:12:00,0.548,0.16,239.9,3,0,0,6.0
10/7/2007 9:18:00,10/7/2007,9:18:00,0.226,0.112,239.38,1,0,0,0.0
10/7/2007 9:24:00,10/7/2007,9:24:00,0.156,0,240.14,0.8,0,0,0.0
10/7/2007 9:30:00,10/7/2007,9:30:00,0.13,0,239.77,0.6,0,0,0.0
10/7/2007 9:36:00,10/7/2007,9:36:00,0.13,0,238.68,0.6,0,0,0.0
10/7/2007 9:42:00,10/7/2007,9:42:00,0.302,0.21,238.84,1.4,0,0,0.0
10/7/2007 9:48:00,10/7/2007,9:48:00,0.286,0.202,239.23,1.4,0,0,0.0
10/7/2007 9:54:00,10/7/2007,9:54:00,0.13,0,238.62,0.6,0,0,0.0
10/7/2007 10:00:00,10/7/2007,10:00:00,0.128,0,237.86,0.6,0,0,0.0
